42859.8243055556,3.895901,.0230227,2.039603E-02,2.252543E-02,1.420743E-02,1.837004E-02,1.506954E-02,1.101147E-03,5.895425E-03,2.140975E-02,1.898407E-02,2.089586E-02,1.349371E-02,1.724442E-02,1.427422E-02,1.026468E-03,5.96322E-03,3.510245E-03,3.059641E-03,3.408165E-03,2.102389E-03,2.73813E-03,2.236238E-03,1.511736E-04,8.782357E-04,3.272697E-03,2.851694E-03,3.16817E-03,1.997276E-03,2.572355E-03,2.119108E-03,1.511736E-04,8.782357E-04,
42859.8243171296,3.895901,2.266468E-02,1.938034E-02,2.248585E-02,.0158684,1.969278E-02,1.475459E-02,9.563121E-04,5.895425E-03,2.110068E-02,1.810044E-02,2.086182E-02,1.498517E-02,1.840612E-02,.0139911,8.934847E-04,5.96322E-03,3.457518E-03,2.910055E-03,3.402337E-03,2.347009E-03,2.932938E-03,2.189855E-03,1.315883E-04,8.782357E-04,3.227179E-03,2.721557E-03,3.163157E-03,2.216932E-03,2.743444E-03,2.077411E-03,1.315883E-04,8.782357E-04,
42859.8243171296,3.960401,.0230944,1.845881E-02,2.185401E-02,.0158684,1.905586E-02,1.374567E-02,1.093234E-03,6.271156E-03,2.147156E-02,1.729365E-02,2.031722E-02,1.498517E-02,1.784796E-02,1.308006E-02,1.022313E-03,6.338952E-03,3.520804E-03,2.774336E-03,3.309282E-03,2.347009E-03,2.839135E-03,2.041266E-03,1.505615E-04,9.335717E-04,.0032818,2.602736E-03,3.08295E-03,2.216932E-03,2.661241E-03,1.943238E-03,1.505615E-04,9.335717E-04,
42859.8243171296,4.050701,2.177304E-02,1.843694E-02,2.122466E-02,1.492014E-02,1.798462E-02,1.452426E-02,1.090912E-03,5.964106E-03,2.032803E-02,1.727444E-02,1.977262E-02,1.413573E-02,1.690408E-02,1.378366E-02,1.022313E-03,6.031903E-03,.0033262,2.771115E-03,3.216593E-03,2.207355E-03,2.681367E-03,2.155933E-03,1.505615E-04,8.883509E-04,3.113386E-03,2.599907E-03,3.002743E-03,2.09183E-03,2.522231E-03,2.046861E-03,1.505615E-04,8.883509E-04,
42859.8243287037,4.076501,2.216476E-02,1.843554E-02,2.108145E-02,1.471776E-02,1.801633E-02,1.438966E-02,1.012373E-03,6.207322E-03,.020668,1.727321E-02,.0196484,1.395373E-02,1.693212E-02,1.366229E-02,9.481255E-04,6.275117E-03,3.383892E-03,2.77091E-03,3.195503E-03,2.177549E-03,2.686037E-03,2.13611E-03,1.396356E-04,9.241705E-04,3.163455E-03,2.599727E-03,2.984449E-03,2.065026E-03,2.52636E-03,2.028986E-03,1.396356E-04,9.241705E-04,
42859.8243287037,4.179701,2.323789E-02,1.959908E-02,2.108145E-02,1.471776E-02,1.872661E-02,1.443636E-02,1.016087E-03,6.672295E-03,2.159518E-02,1.829124E-02,.0196484,1.395373E-02,1.755854E-02,1.370441E-02,9.481255E-04,6.740091E-03,3.541937E-03,2.942271E-03,3.195503E-03,2.177549E-03,2.790644E-03,2.142987E-03,1.396356E-04,9.926496E-04,3.300007E-03,2.749657E-03,2.984449E-03,2.065026E-03,2.618616E-03,2.035189E-03,1.396356E-04,9.926496E-04,
42859.8243287037,4.244201,2.195098E-02,1.859012E-02,2.310033E-02,1.660022E-02,1.919545E-02,1.411429E-02,8.164094E-04,6.667088E-03,2.048256E-02,.0174089,2.138941E-02,1.563708E-02,1.797048E-02,1.341364E-02,7.646566E-04,6.734884E-03,3.352407E-03,2.793675E-03,3.492834E-03,2.454789E-03,2.859693E-03,2.095554E-03,1.126151E-04,9.918828E-04,3.136145E-03,2.619711E-03,3.240858E-03,2.312941E-03,2.679286E-03,1.992366E-03,1.126151E-04,9.918828E-04,
42859.8243287037,4.347401,2.298686E-02,1.859012E-02,2.205119E-02,1.593478E-02,2.037396E-02,1.428187E-02,1.026628E-03,6.865054E-03,2.137884E-02,.0174089,2.048741E-02,1.504444E-02,1.900058E-02,1.356501E-02,9.599766E-04,6.93285E-03,3.504967E-03,2.793675E-03,3.338322E-03,2.356786E-03,3.033259E-03,2.120235E-03,1.413809E-04,1.021038E-03,3.268145E-03,2.619711E-03,3.108015E-03,2.22566E-03,2.830994E-03,2.014659E-03,1.413809E-04,1.021038E-03,
42859.8243402778,4.386101,2.266468E-02,.0191824,2.207093E-02,1.594585E-02,1.875125E-02,1.421047E-02,1.027136E-03,7.07514E-03,2.110068E-02,1.792755E-02,2.050443E-02,1.505432E-02,1.758023E-02,1.350054E-02,9.599766E-04,7.142936E-03,3.457518E-03,2.880903E-03,3.341228E-03,2.358416E-03,2.794274E-03,2.109719E-03,1.413809E-04,1.051979E-03,3.227179E-03,2.696096E-03,3.110521E-03,2.227115E-03,2.62181E-03,2.005164E-03,1.413809E-04,1.051979E-03,
42859.8243402778,4.424801,2.191537E-02,1.891888E-02,2.138176E-02,1.495312E-02,1.934552E-02,1.380756E-02,8.612105E-04,7.07514E-03,2.045165E-02,1.769704E-02,1.990877E-02,1.416536E-02,1.810208E-02,1.313613E-02,8.062141E-04,7.142936E-03,3.347163E-03,2.842093E-03,3.239731E-03,2.212212E-03,2.881795E-03,2.05038E-03,1.187355E-04,1.051979E-03,3.131593E-03,2.662147E-03,3.022795E-03,2.096194E-03,2.698667E-03,1.951495E-03,1.187355E-04,1.051979E-03,
42859.8243402778,4.476401,2.166636E-02,1.891745E-02,2.061121E-02,1.494837E-02,1.747294E-02,1.325474E-02,1.079005E-03,7.173657E-03,2.023531E-02,1.769579E-02,.0192397,1.416109E-02,1.645095E-02,.0126345,1.010502E-03,7.241453E-03,3.31049E-03,2.841882E-03,3.126248E-03,2.211512E-03,2.606009E-03,1.968964E-03,1.488221E-04,1.066488E-03,3.099731E-03,2.661962E-03,2.924258E-03,2.095565E-03,2.455496E-03,1.877618E-03,1.488221E-04,1.066488E-03,
42859.8243518519,4.528001,.0210632,1.773864E-02,2.132283E-02,1.544866E-02,1.773844E-02,.0137333,1.075114E-03,7.184224E-03,.0197099,1.665974E-02,1.985771E-02,1.460984E-02,1.668626E-02,1.306885E-02,1.009845E-03,7.252019E-03,3.221659E-03,2.668274E-03,3.231052E-03,2.285192E-03,2.645112E-03,2.039443E-03,1.487254E-04,1.068044E-03,3.022351E-03,2.509377E-03,3.015276E-03,2.161654E-03,2.490152E-03,1.941587E-03,1.487254E-04,1.068044E-03,
42859.8243518519,4.540901,2.113405E-02,1.773864E-02,2.169644E-02,1.530534E-02,1.905069E-02,1.390044E-02,1.132758E-03,7.297347E-03,1.977171E-02,1.665974E-02,2.018107E-02,1.448143E-02,1.784342E-02,1.322022E-02,1.06387E-03,7.365143E-03,3.232093E-03,2.668274E-03,3.286075E-03,2.264084E-03,2.838374E-03,2.06406E-03,1.566819E-04,1.084704E-03,3.031455E-03,2.509377E-03,3.062899E-03,2.142744E-03,2.660573E-03,1.96388E-03,1.566819E-04,1.084704E-03,
42859.8243518519,4.631201,2.170191E-02,1.765158E-02,2.079341E-02,1.530534E-02,1.817978E-02,1.324533E-02,1.022909E-03,7.446832E-03,2.026621E-02,.0165829,.0193982,1.448143E-02,1.707652E-02,1.262595E-02,9.599766E-04,7.514627E-03,3.315726E-03,2.655452E-03,3.153082E-03,2.264084E-03,2.71011E-03,1.967578E-03,1.413809E-04,1.10672E-03,3.104283E-03,2.498061E-03,2.947601E-03,2.142744E-03,2.547627E-03,1.876358E-03,1.413809E-04,1.10672E-03,
42859.8243634259,4.721501,2.166636E-02,1.736898E-02,2.085215E-02,1.465659E-02,.018808,1.403057E-02,8.895838E-04,7.446832E-03,2.023531E-02,1.633318E-02,1.944926E-02,1.389867E-02,1.763014E-02,1.333796E-02,8.353043E-04,7.514627E-03,3.31049E-03,2.613832E-03,3.161732E-03,2.16854E-03,2.802631E-03,2.083225E-03,1.230198E-04,1.10672E-03,3.099731E-03,2.461283E-03,2.955121E-03,2.056917E-03,2.629162E-03,1.981219E-03,1.230198E-04,1.10672E-03,
42859.8243634259,4.721501,2.152424E-02,1.736767E-02,1.961657E-02,1.453134E-02,1.736551E-02,1.355777E-02,9.696572E-04,7.861009E-03,2.011168E-02,1.633202E-02,1.837123E-02,1.378587E-02,1.635563E-02,.0129097,9.106995E-04,7.928805E-03,3.289559E-03,2.613639E-03,2.979762E-03,2.150093E-03,2.590188E-03,2.013593E-03,1.341236E-04,1.167718E-03,3.081524E-03,2.461113E-03,2.796354E-03,2.040304E-03,2.441457E-03,1.918148E-03,1.341236E-04,1.167718E-03,
42859.8243634259,4.824701,2.145323E-02,1.773864E-02,2.048052E-02,1.453595E-02,1.734947E-02,1.376733E-02,9.695317E-04,7.972048E-03,2.004987E-02,1.665974E-02,.0191259,1.379002E-02,1.634139E-02,1.309969E-02,9.101076E-04,8.039843E-03,3.279101E-03,2.668274E-03,.003107,2.150772E-03,2.587825E-03,2.044455E-03,1.340365E-04,1.184071E-03,3.07242E-03,2.509377E-03,2.907498E-03,2.040916E-03,2.439359E-03,1.946128E-03,1.340365E-04,1.184071E-03,
42859.8243634259,4.927901,2.159529E-02,1.749935E-02,2.040239E-02,.0143497,1.857599E-02,1.445896E-02,9.649283E-04,7.972048E-03,.0201735,1.644844E-02,1.905782E-02,1.362211E-02,1.742594E-02,1.372479E-02,9.059519E-04,8.039843E-03,3.300022E-03,2.633031E-03,3.095494E-03,2.123342E-03,2.768461E-03,2.146316E-03,1.334244E-04,1.184071E-03,3.090627E-03,2.478258E-03,2.897472E-03,2.016186E-03,2.599088E-03,2.038191E-03,1.334244E-04,1.184071E-03,
42859.824375,4.953701,2.334558E-02,2.094926E-02,2.175002E-02,1.434515E-02,1.888144E-02,1.495103E-02,1.072172E-03,7.99848E-03,.0216879,1.946292E-02,2.022738E-02,1.361801E-02,1.769472E-02,1.416776E-02,9.980268E-04,8.066275E-03,3.557798E-03,3.141118E-03,3.293966E-03,2.122672E-03,2.813447E-03,2.218785E-03,1.469848E-04,1.187964E-03,3.313662E-03,2.922218E-03,3.069719E-03,2.015582E-03,2.638672E-03,2.103429E-03,1.469848E-04,1.187964E-03,
42859.824375,5.1085,2.262892E-02,1.913845E-02,2.102849E-02,1.489816E-02,1.883896E-02,1.359724E-02,1.067015E-03,8.089211E-03,2.106978E-02,1.788914E-02,1.960243E-02,1.411597E-02,1.765737E-02,1.294551E-02,9.973783E-04,8.157006E-03,3.452251E-03,2.87443E-03,3.187703E-03,2.204118E-03,2.807191E-03,2.019406E-03,1.468893E-04,1.201326E-03,3.222628E-03,2.690437E-03,2.977679E-03,2.08892E-03,2.633172E-03,1.923422E-03,1.468893E-04,1.201326E-03,
42859.824375,5.173001,2.180861E-02,1.913845E-02,.0205196,1.454691E-02,1.851417E-02,.0144341,9.635074E-04,7.73368E-03,2.035893E-02,1.788914E-02,1.915994E-02,.0137999,1.737149E-02,1.370237E-02,9.017962E-04,7.801476E-03,3.331439E-03,2.87443E-03,3.112755E-03,2.152387E-03,2.759358E-03,2.142654E-03,1.328124E-04,1.148966E-03,3.117938E-03,2.690437E-03,2.912511E-03,2.042371E-03,2.591068E-03,2.034889E-03,1.328124E-04,1.148966E-03,
42859.8243865741,5.147201,2.195098E-02,1.832762E-02,2.112654E-02,1.454691E-02,1.868937E-02,1.375495E-02,9.668367E-04,8.703309E-03,2.048256E-02,1.717839E-02,1.968752E-02,.0137999,1.752577E-02,1.308847E-02,9.059519E-04,8.771106E-03,3.352407E-03,2.755015E-03,3.202144E-03,2.152387E-03,2.78516E-03,2.042633E-03,1.334244E-04,1.291768E-03,3.136145E-03,2.585762E-03,2.990211E-03,2.042371E-03,2.61379E-03,1.944477E-03,1.334244E-04,1.291768E-03,
42859.8243865741,5.211701,2.102779E-02,1.791292E-02,2.089132E-02,1.570257E-02,.0173188,1.453359E-02,8.275501E-04,8.703309E-03,.019679,1.681341E-02,1.948329E-02,1.483702E-02,1.631416E-02,1.379207E-02,7.771239E-04,8.771106E-03,3.216445E-03,2.69394E-03,3.167501E-03,2.322587E-03,2.583308E-03,2.157307E-03,1.144512E-04,1.291768E-03,3.017799E-03,2.53201E-03,2.960134E-03,2.195112E-03,2.43535E-03,2.048099E-03,1.144512E-04,1.291768E-03,
42859.8243865741,5.237501,2.191537E-02,1.791292E-02,2.116578E-02,.0150411,1.736991E-02,1.385399E-02,1.023712E-03,8.933596E-03,2.045165E-02,1.681341E-02,1.972156E-02,1.424438E-02,1.635954E-02,1.317817E-02,9.599766E-04,9.001392E-03,3.347163E-03,2.69394E-03,3.207922E-03,2.225168E-03,2.590836E-03,2.057219E-03,1.413809E-04,1.325684E-03,3.131593E-03,2.53201E-03,2.995224E-03,2.107831E-03,2.442033E-03,1.957688E-03,1.413809E-04,1.325684E-03,
42859.8243981482,5.314901,2.155976E-02,1.834809E-02,.0211207,1.554302E-02,1.935204E-02,1.374981E-02,1.024558E-03,9.474264E-03,2.014259E-02,1.719638E-02,1.968245E-02,1.469431E-02,1.810779E-02,1.308381E-02,9.606008E-04,9.54206E-03,3.29479E-03,2.75803E-03,3.201284E-03,2.299089E-03,2.882755E-03,2.041875E-03,1.414729E-04,1.405311E-03,3.086076E-03,2.588412E-03,2.989465E-03,2.174095E-03,2.699508E-03,1.94379E-03,1.414729E-04,1.405311E-03,
42859.8243981482,5.392301,2.163082E-02,1.697728E-02,2.057209E-02,1.452038E-02,1.802146E-02,1.470751E-02,1.000152E-03,9.474264E-03,.0202044,1.598628E-02,1.920564E-02,.013776,1.693666E-02,1.394872E-02,9.398086E-04,9.54206E-03,3.305256E-03,2.556144E-03,3.120486E-03,2.148479E-03,2.686794E-03,2.182921E-03,1.384107E-04,1.405311E-03,3.095179E-03,2.410193E-03,2.919242E-03,2.03885E-03,2.527028E-03,2.07117E-03,1.384107E-04,1.405311E-03,
42859.8243981482,5.482601,2.220042E-02,.0169569,2.089132E-02,1.452499E-02,1.810271E-02,1.394071E-02,9.561057E-04,9.668899E-03,.0206989,.0159682,1.948329E-02,1.378015E-02,1.700845E-02,1.325666E-02,8.976404E-04,9.736694E-03,3.389144E-03,2.553143E-03,3.167501E-03,2.149158E-03,2.69876E-03,2.06999E-03,1.322004E-04,1.433976E-03,3.168007E-03,2.407531E-03,2.960134E-03,2.039461E-03,2.537602E-03,1.969247E-03,1.322004E-04,1.433976E-03,
42859.8243981482,5.572901,2.195098E-02,1.834947E-02,2.089132E-02,1.543763E-02,1.863267E-02,1.412049E-02,9.580022E-04,9.681019E-03,2.048256E-02,.0171976,1.948329E-02,1.459996E-02,1.747585E-02,1.341925E-02,8.976404E-04,9.748815E-03,3.352407E-03,2.758234E-03,3.167501E-03,2.283568E-03,2.776809E-03,2.096468E-03,1.322004E-04,1.435761E-03,3.136145E-03,2.588591E-03,2.960134E-03,.0021602,2.606439E-03,1.993192E-03,1.322004E-04,1.435761E-03,
42859.8244097222,5.585801,2.060347E-02,1.834947E-02,1.935144E-02,1.413088E-02,.0171145,1.141309E-02,9.559492E-04,1.006887E-02,1.930812E-02,.0171976,.0181388,1.342456E-02,1.613264E-02,1.094964E-02,8.976404E-04,1.013667E-02,3.153952E-03,2.758234E-03,2.940715E-03,2.091115E-03,2.553221E-03,1.697734E-03,1.322004E-04,1.492882E-03,2.963179E-03,2.588591E-03,2.762123E-03,1.987093E-03,2.408617E-03,1.62948E-03,1.322004E-04,1.492882E-03,
42859.8244097222,5.727701,1.891724E-02,1.540554E-02,1.734709E-02,1.413088E-02,1.514675E-02,1.170262E-02,9.266018E-04,9.685059E-03,1.782462E-02,1.458513E-02,1.636884E-02,1.342456E-02,1.437195E-02,1.121595E-02,8.768617E-04,9.752855E-03,2.905612E-03,2.324665E-03,2.645524E-03,2.091115E-03,2.263419E-03,1.740375E-03,1.291402E-04,1.436356E-03,2.744695E-03,2.203839E-03,2.501451E-03,1.987093E-03,2.14931E-03,1.668699E-03,1.291402E-04,1.436356E-03,
42859.8244097222,5.727701,1.724862E-02,1.454953E-02,1.710946E-02,1.237723E-02,1.492009E-02,1.130329E-02,7.964188E-04,9.692599E-03,1.634112E-02,1.381577E-02,1.615747E-02,1.183075E-02,1.416769E-02,1.084852E-02,7.56837E-04,9.760396E-03,2.659865E-03,2.198595E-03,2.610526E-03,1.832847E-03,2.230038E-03,1.681564E-03,1.114635E-04,1.437466E-03,2.526212E-03,2.090531E-03,2.470321E-03,1.752364E-03,2.119227E-03,1.614586E-03,1.114635E-04,1.437466E-03,
42859.8244212963,5.779301,.0178723,1.455062E-02,1.608845E-02,1.178817E-02,1.457336E-02,1.141004E-02,9.192831E-04,9.519414E-03,1.689743E-02,1.381676E-02,1.524559E-02,1.129107E-02,1.385463E-02,1.094684E-02,8.727059E-04,9.58721E-03,2.751718E-03,2.198756E-03,2.460157E-03,1.746092E-03,2.178973E-03,1.697285E-03,1.285281E-04,1.41196E-03,2.608143E-03,2.090676E-03,2.336024E-03,1.672882E-03,2.073121E-03,1.629067E-03,1.285281E-04,1.41196E-03,
42859.8244212963,5.869601,.0166963,1.342544E-02,1.510405E-02,1.178817E-02,1.342807E-02,1.016713E-02,9.15716E-04,9.361849E-03,1.584662E-02,1.279866E-02,1.436061E-02,1.129107E-02,1.281546E-02,9.797535E-03,8.727059E-04,9.429646E-03,2.578521E-03,2.033046E-03,2.315179E-03,1.746092E-03,.0020103,1.514235E-03,1.285281E-04,1.388755E-03,2.453384E-03,1.940736E-03,2.205688E-03,1.672882E-03,1.920077E-03,1.459802E-03,1.285281E-04,1.388755E-03,
42859.8244212963,5.818001,1.673076E-02,1.348789E-02,1.477434E-02,1.048885E-02,1.235487E-02,1.040094E-02,8.859149E-04,9.36914E-03,1.587752E-02,1.285537E-02,1.406291E-02,1.009287E-02,1.183449E-02,1.001449E-02,8.441643E-04,9.436936E-03,2.583597E-03,2.042243E-03,2.26662E-03,1.554734E-03,1.852244E-03,1.548669E-03,1.243247E-04,1.389829E-03,2.457936E-03,1.949088E-03,2.161845E-03,1.496417E-03,1.775605E-03,1.491755E-03,1.243247E-04,1.389829E-03,
42859.8244328704,5.959901,1.597431E-02,1.249788E-02,1.614544E-02,1.049214E-02,1.319408E-02,1.014299E-02,9.479239E-04,1.107082E-02,1.519759E-02,1.195345E-02,1.529665E-02,1.009592E-02,1.260218E-02,9.775109E-03,9.059519E-04,1.113862E-02,2.472191E-03,1.896438E-03,2.46855E-03,1.555219E-03,1.975839E-03,1.510679E-03,1.334244E-04,1.640444E-03,2.357798E-03,1.816257E-03,2.343544E-03,1.496866E-03,1.888666E-03,.0014565,1.334244E-04,1.640444E-03,
42859.8244328704,6.063101,1.752551E-02,1.457193E-02,1.561439E-02,1.162687E-02,1.387215E-02,1.073572E-02,9.538002E-04,1.060217E-02,1.658837E-02,1.383597E-02,1.482012E-02,1.114291E-02,1.321933E-02,1.032453E-02,9.059519E-04,1.066996E-02,2.700644E-03,2.201895E-03,2.390339E-03,1.722337E-03,2.075702E-03,1.597974E-03,1.334244E-04,1.571423E-03,2.562626E-03,2.093505E-03,2.273363E-03,1.651062E-03,1.979557E-03,1.537416E-03,1.334244E-04,1.571423E-03,
42859.8244328704,6.050201,1.662739E-02,1.457193E-02,1.500973E-02,1.096207E-02,1.391214E-02,9.874651E-03,9.480324E-04,1.080417E-02,1.578481E-02,1.383597E-02,1.427551E-02,1.053052E-02,1.325563E-02,9.525626E-03,9.017962E-04,1.087197E-02,2.568374E-03,2.201895E-03,2.301288E-03,1.624429E-03,2.081591E-03,1.47116E-03,1.328124E-04,1.601174E-03,2.444281E-03,2.093505E-03,2.193156E-03,1.560872E-03,1.984904E-03,1.419757E-03,1.328124E-04,1.601174E-03,
42859.8244328704,6.037301,1.525565E-02,1.293887E-02,1.321872E-02,1.095863E-02,1.189045E-02,9.468133E-03,9.48154E-04,9.838156E-03,1.454855E-02,1.235597E-02,1.264951E-02,1.052734E-02,.0114078,9.146775E-03,9.06541E-04,9.905952E-03,2.366349E-03,1.961386E-03,2.037515E-03,1.623922E-03,1.783846E-03,1.41129E-03,1.335112E-04,1.458903E-03,2.262212E-03,1.875538E-03,1.953685E-03,1.560404E-03,1.712764E-03,1.363961E-03,1.335112E-04,1.458903E-03,
42859.8244444444,6.179201,.0158029,1.256094E-02,1.446384E-02,9.472157E-03,.0117485,1.023053E-02,7.043001E-04,9.830504E-03,1.504305E-02,1.201108E-02,1.378197E-02,9.147704E-03,1.127711E-02,9.856401E-03,6.732303E-04,9.898299E-03,2.446946E-03,1.905725E-03,2.220891E-03,.001405,1.76294E-03,1.523573E-03,9.915027E-05,1.457776E-03,2.335039E-03,1.824745E-03,2.120468E-03,1.357216E-03,1.693517E-03,1.468472E-03,9.915027E-05,1.457776E-03,
42859.8244444444,6.308201,1.522151E-02,1.256094E-02,1.399482E-02,9.228867E-03,1.175343E-02,8.734604E-03,9.642262E-04,1.005675E-02,1.451765E-02,1.201108E-02,1.335649E-02,8.920526E-03,1.128165E-02,8.460416E-03,9.225749E-04,1.012455E-02,2.361321E-03,1.905725E-03,2.151817E-03,1.36917E-03,1.763666E-03,1.303259E-03,1.358726E-04,1.491097E-03,2.25766E-03,1.824745E-03,2.057807E-03,1.323759E-03,1.694185E-03,1.262878E-03,1.358726E-04,1.491097E-03,
42859.8244444444,6.359801,1.443837E-02,1.130504E-02,.014126,1.040686E-02,1.176821E-02,8.881096E-03,9.608316E-04,9.895146E-03,.0138068,1.085852E-02,1.347563E-02,.0100169,1.129527E-02,8.597772E-03,9.225749E-04,9.962942E-03,2.245984E-03,1.720762E-03,2.171136E-03,1.54266E-03,1.765843E-03,1.324833E-03,1.358726E-04,1.467296E-03,2.15297E-03,1.655001E-03,2.075352E-03,1.485228E-03,1.69619E-03,1.283107E-03,1.358726E-04,1.467296E-03,
42859.8244560185,6.437201,1.488053E-02,1.178517E-02,1.468948E-02,1.031099E-02,.0125141,8.615131E-03,8.973344E-04,9.895146E-03,1.420859E-02,1.130034E-02,1.398619E-02,9.928009E-03,1.198049E-02,8.348288E-03,8.602387E-04,9.962942E-03,2.311103E-03,1.791474E-03,2.254123E-03,1.528539E-03,1.875695E-03,1.285664E-03,1.26692E-04,1.467296E-03,2.212143E-03,1.720069E-03,2.150546E-03,1.472136E-03,1.797106E-03,1.246364E-03,1.26692E-04,1.467296E-03,
42859.8244560185,6.398501,1.511913E-02,1.178429E-02,1.419144E-02,1.030776E-02,.0121126,8.825681E-03,8.331793E-04,9.441918E-03,1.442493E-02,1.129953E-02,1.353502E-02,9.925012E-03,1.161207E-02,8.54583E-03,7.984214E-04,9.509714E-03,2.346244E-03,1.791344E-03,2.180773E-03,1.528063E-03,1.816563E-03,1.316672E-03,1.175878E-04,1.400547E-03,2.244005E-03,1.71995E-03,2.084099E-03,1.471695E-03,1.742847E-03,1.275457E-03,1.175878E-04,1.400547E-03,
42859.8244560185,6.475901,1.549483E-02,1.266609E-02,1.399482E-02,8.764606E-03,1.181749E-02,9.318483E-03,8.34457E-04,9.434571E-03,.0147649,1.210713E-02,1.335649E-02,8.485926E-03,1.134065E-02,9.007037E-03,7.979026E-04,9.502367E-03,2.401575E-03,1.921211E-03,2.151817E-03,1.300796E-03,1.773101E-03,1.38925E-03,1.175114E-04,1.399465E-03,2.294074E-03,1.83889E-03,2.057807E-03,1.259753E-03,1.702873E-03,1.343381E-03,1.175114E-04,1.399465E-03,
42859.8244675926,6.579101,1.471032E-02,1.266609E-02,1.371412E-02,.0091021,1.200984E-02,8.821284E-03,8.767791E-04,9.588096E-03,1.405405E-02,1.210713E-02,1.310121E-02,8.801999E-03,1.151762E-02,8.541708E-03,8.3946E-04,9.655892E-03,2.286035E-03,1.921211E-03,2.110475E-03,.0013505,1.80143E-03,1.316025E-03,1.236318E-04,1.422075E-03,2.189384E-03,1.83889E-03,2.02021E-03,1.306303E-03,1.728938E-03,1.27485E-03,1.236318E-04,1.422075E-03,
42859.8244675926,6.579101,1.443837E-02,1.155534E-02,1.446384E-02,.0091021,1.164507E-02,8.881096E-03,7.967199E-04,1.006079E-02,.0138068,1.108903E-02,1.378197E-02,8.801999E-03,1.118182E-02,8.597772E-03,7.646566E-04,1.012859E-02,2.245984E-03,1.757626E-03,2.220891E-03,.0013505,1.747708E-03,1.324833E-03,1.126151E-04,1.491692E-03,2.15297E-03,1.68895E-03,2.120468E-03,1.306303E-03,1.679482E-03,1.283107E-03,1.126151E-04,1.491692E-03,
42859.8244675926,6.592001,1.600862E-02,1.249694E-02,.0142853,1.007374E-02,1.216201E-02,1.023144E-02,7.484306E-04,1.006862E-02,1.522849E-02,.0119526,1.362016E-02,9.707777E-03,1.165746E-02,9.857238E-03,7.152525E-04,1.013642E-02,2.477243E-03,.0018963,2.194597E-03,1.493598E-03,1.82384E-03,1.523705E-03,1.053391E-04,1.492845E-03,2.36235E-03,1.816131E-03,2.096638E-03,1.439701E-03,1.749532E-03,1.468595E-03,1.053391E-04,1.492845E-03,
42859.8244675926,6.643601,1.559746E-02,1.249694E-02,1.451081E-02,9.702222E-03,1.225099E-02,9.086513E-03,9.218595E-04,9.898805E-03,1.485762E-02,.0119526,1.382451E-02,9.362175E-03,1.173917E-02,8.790139E-03,8.815904E-04,9.966601E-03,2.416689E-03,.0018963,2.227809E-03,1.438883E-03,1.836945E-03,1.355086E-03,1.298366E-04,1.467835E-03,2.307729E-03,1.816131E-03,2.126733E-03,1.388803E-03,1.761566E-03,1.311438E-03,1.298366E-04,1.467835E-03,
42859.8244791667,6.733901,1.498274E-02,1.184703E-02,.0142853,9.712824E-03,1.207308E-02,8.984521E-03,9.198636E-04,1.033143E-02,.0143013,1.135715E-02,1.362016E-02,9.37205E-03,1.157575E-02,8.694662E-03,8.815904E-04,1.039923E-02,2.326157E-03,1.800584E-03,2.194597E-03,1.440445E-03,1.810743E-03,1.340066E-03,1.298366E-04,1.531551E-03,2.225798E-03,1.728437E-03,2.096638E-03,1.390257E-03,1.737499E-03,1.297376E-03,1.298366E-04,1.531551E-03,
42859.8244791667,6.850001,1.447234E-02,1.153447E-02,1.343393E-02,8.954347E-03,1.138437E-02,8.692778E-03,9.093175E-04,.0103234,1.383771E-02,1.106982E-02,1.284593E-02,8.663717E-03,1.094131E-02,8.421171E-03,8.727059E-04,1.039119E-02,2.250987E-03,1.754551E-03,2.069212E-03,1.32874E-03,1.709313E-03,1.297099E-03,1.285281E-04,1.530367E-03,2.157522E-03,1.686121E-03,1.982613E-03,1.285937E-03,1.644062E-03,1.257098E-03,1.285281E-04,1.530367E-03,
42859.8244791667,6.850001,1.498274E-02,1.088884E-02,1.399482E-02,8.954347E-03,1.130085E-02,8.976846E-03,7.705202E-04,9.479013E-03,.0143013,1.047434E-02,1.335649E-02,8.663717E-03,1.086417E-02,8.687474E-03,7.397222E-04,9.546809E-03,2.326157E-03,1.659466E-03,2.151817E-03,1.32874E-03,1.697012E-03,1.338935E-03,1.089429E-04,1.40601E-03,2.225798E-03,1.59842E-03,2.057807E-03,1.285937E-03,.0016327,1.296318E-03,1.089429E-04,1.40601E-03,
42859.8244907407,6.979001,1.525565E-02,1.199443E-02,1.472713E-02,9.546285E-03,1.212834E-02,9.636885E-03,7.72387E-04,9.834544E-03,1.454855E-02,1.149243E-02,1.402023E-02,9.216844E-03,1.162653E-02,9.304174E-03,7.397222E-04,9.902339E-03,2.366349E-03,1.822292E-03,2.259667E-03,1.415918E-03,1.818881E-03,1.436143E-03,1.089429E-04,1.458371E-03,2.262212E-03,1.74836E-03,2.155559E-03,1.367399E-03,1.744977E-03,1.387143E-03,1.089429E-04,1.458371E-03,
